total_disclosures,date_range,monthly_points,report_types
120000,2023-01-06 00:00:00 ~ 2025-12-31 00:00:00,36,"{'기타': 56509, '정정공시': 14670, '발행공시': 14544, '외부감사': 14086, '지분공시': 11620, '주요사항': 4571, '정기보고서': 3563, '구조변경': 437}"
